battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range,px_area,screen_area,build_score
1510,1,2.5,1,11,0,47,0.7,138,2,13,887,5,0,0,0,0,138060,108,197.14285714285717
1266,0,2.6,0,1,0,18,0.4,86,7,2,398,3,1,1,1,0,1893265,128,215.0
1396,0,2.4,1,0,0,46,0.1,138,7,1,2389,15,0,0,1,2,1604277,21,1380.0
808,0,2.3,0,3,0,45,0.8,161,1,9,3431,13,0,1,1,3,696424,90,201.25
1542,0,2.3,0,1,0,43,0.8,182,2,11,3601,16,0,0,0,3,334236,56,227.5
745,1,0.6,1,5,0,35,0.8,102,8,10,2459,16,1,1,0,1,136882,14,127.5
1735,1,1.9,1,0,1,59,0.7,148,6,0,3230,9,1,1,0,3,115902,6,211.42857142857144
586,0,0.5,1,1,0,57,0.3,188,2,5,3646,11,1,1,1,3,1702914,60,626.6666666666667
1341,1,2.1,1,0,0,36,0.4,107,8,1,2200,15,0,1,0,1,271502,252,267.5
781,1,1.3,1,1,0,64,0.2,88,2,7,3862,9,0,0,0,3,223376,170,440.0
501,1,0.5,1,14,0,22,0.5,174,6,20,3077,17,0,0,0,2,391004,51,348.0
1224,1,1.8,1,2,1,44,0.2,139,2,9,621,14,1,1,1,0,440998,44,695.0
1970,0,1.6,1,11,1,58,0.3,80,8,19,2372,2,1,1,0,2,576828,168,266.6666666666667
618,1,2.2,1,0,1,63,0.9,138,2,1,2574,5,1,1,0,2,1519193,42,153.33333333333334
1537,0,2.9,0,11,1,46,0.8,158,4,17,2857,2,1,1,1,3,895230,238,197.5
1018,0,2.2,0,8,0,16,0.6,153,8,10,3143,20,0,1,0,3,1421536,204,255.0
1545,0,1.3,1,15,1,35,0.1,173,5,20,3197,6,1,0,1,3,155480,126,1730.0
1871,0,2.1,0,4,1,41,0.4,144,8,5,2727,11,1,0,0,3,540650,120,360.0
1729,1,2.1,1,1,0,12,0.9,186,1,6,1519,5,1,0,1,1,543058,36,206.66666666666666
680,1,2.1,1,9,1,9,0.1,131,3,11,2438,17,1,0,0,2,2142000,28,1310.0
1106,1,1.9,0,4,0,54,0.7,107,3,9,2674,9,1,0,1,2,744168,27,152.85714285714286
635,1,0.6,1,1,1,50,0.3,97,5,13,2107,12,1,0,0,1,190877,156,323.33333333333337
618,0,0.6,0,8,0,16,0.2,143,1,14,2262,4,0,1,0,2,1770210,240,715.0
1671,0,0.5,1,13,0,5,0.9,179,8,18,815,10,1,1,1,0,502674,96,198.88888888888889
1562,1,1.2,1,0,1,52,0.1,105,7,9,2829,3,1,1,1,2,349440,130,1050.0
1975,1,1.9,1,2,0,31,0.9,151,1,17,3022,19,0,0,1,3,1245425,65,167.77777777777777
831,1,0.7,0,2,1,62,0.7,134,8,9,2573,18,1,0,1,2,2208180,192,191.42857142857144
1524,1,1.8,1,0,0,10,0.6,174,4,1,2678,13,1,0,1,2,84700,80,290.0
1528,1,1.8,1,3,1,55,0.8,129,5,6,1282,11,1,1,1,1,799948,99,161.25
1447,1,2.5,1,2,0,9,0.2,155,8,16,568,8,0,0,0,0,1072335,132,775.0
1344,0,1.5,0,1,0,14,0.5,190,1,3,2074,5,1,1,0,1,232964,8,380.0
564,0,3.0,1,1,0,8,0.7,130,2,3,2227,14,1,0,1,1,1481661,18,185.71428571428572
921,0,0.6,1,1,0,60,0.1,83,2,3,1080,6,0,0,1,0,1488319,60,830.0
1413,1,1.7,0,2,0,10,0.2,200,6,6,2867,15,0,1,0,2,504284,20,1000.0
831,0,2.4,0,10,0,55,0.5,86,6,12,1075,3,1,1,0,0,213108,132,172.0
802,0,0.5,1,3,0,43,0.6,153,5,6,3063,4,0,1,0,2,386818,221,255.0
1923,0,1.3,0,3,0,24,1.0,86,4,4,2479,15,1,1,0,2,1104736,18,86.0
1193,1,3.0,0,10,0,56,0.4,196,3,17,2394,14,1,1,0,2,582336,209,490.0
904,1,1.2,1,10,1,31,0.8,112,3,11,2814,19,1,0,0,2,666198,39,140.0
1285,0,2.4,0,1,1,51,1.0,140,7,2,2094,10,1,0,0,1,237500,48,140.0
1635,0,2.6,1,0,1,2,0.6,182,4,0,2315,2,1,1,0,2,1705899,10,303.33333333333337
1923,0,1.0,1,5,1,14,0.9,154,4,6,2519,16,1,0,1,2,7875,78,171.11111111111111
1851,1,1.9,1,3,1,12,0.9,198,6,11,735,14,1,0,1,0,576331,42,220.0
727,1,1.5,0,0,1,32,1.0,131,7,1,1891,7,1,0,1,1,1119501,247,131.0
1396,0,1.5,1,0,1,44,0.1,118,6,1,1386,8,1,1,1,1,318839,7,1180.0
877,0,1.3,1,9,1,46,0.8,135,1,14,3260,6,1,0,0,2,297964,168,168.75
696,1,2.4,0,11,1,35,0.2,103,3,13,2022,4,1,0,1,1,424801,154,515.0
1009,1,1.0,1,2,0,2,0.6,102,8,14,1716,15,0,0,0,1,951216,35,170.0
1526,0,1.1,1,2,1,38,0.3,116,5,6,3317,8,1,1,1,3,1131564,7,386.6666666666667
987,0,2.0,1,1,0,20,0.8,192,7,3,1454,8,1,1,0,0,232780,33,240.0
1414,1,2.2,1,0,1,49,0.5,101,4,1,2290,12,1,1,0,1,115310,78,202.0
1732,0,0.8,0,2,0,61,0.3,172,5,3,3940,20,0,1,1,3,131856,187,573.3333333333334
1587,1,0.5,0,0,0,50,0.9,148,8,15,461,4,1,0,1,0,261326,68,164.44444444444443
1097,0,0.8,0,10,1,21,0.1,160,7,15,2219,12,1,0,1,2,1726504,90,1600.0
504,0,2.8,1,0,0,40,0.5,178,3,0,470,16,1,0,0,0,748070,36,356.0
1159,0,2.7,0,13,1,28,0.2,80,8,18,2495,9,1,1,1,2,283878,60,400.0
1910,0,1.4,0,0,0,29,0.6,146,7,2,2944,2,1,1,1,2,212787,56,243.33333333333334
865,0,1.2,1,8,0,59,0.1,159,3,9,2361,19,1,0,1,2,1452220,176,1590.0
1930,1,2.0,0,11,0,16,0.8,186,8,12,1783,13,0,0,1,2,3649920,51,232.5
860,1,1.3,1,8,1,40,0.7,170,3,13,2832,20,1,1,1,2,2486913,91,242.85714285714286
1268,1,2.9,0,9,1,42,0.9,182,6,17,931,20,1,1,0,0,328320,55,202.22222222222223
999,1,1.8,1,0,1,27,0.1,167,4,1,1344,5,1,0,0,0,14900,170,1670.0
622,0,0.7,0,0,1,9,0.3,127,2,0,3916,5,1,0,1,2,50078,13,423.33333333333337
1250,1,1.4,0,8,0,44,0.2,182,7,20,1882,14,0,0,0,1,710733,14,910.0
763,1,0.5,0,9,1,51,0.3,104,5,12,2865,9,1,1,1,2,348894,66,346.6666666666667
1100,1,1.6,0,12,0,15,0.1,112,8,14,757,16,1,1,1,0,1235136,24,1120.0
815,0,2.0,1,4,0,51,0.3,85,6,12,3469,6,1,0,1,3,1267762,20,283.33333333333337
618,1,0.5,1,2,1,57,0.2,88,3,7,2399,17,1,1,1,1,787584,270,440.0
553,1,2.2,1,0,1,18,0.7,136,2,1,3300,20,1,0,0,3,2435004,120,194.2857142857143
673,1,2.2,1,2,0,3,0.4,84,2,9,2719,9,1,1,1,2,1382923,38,210.0
563,0,2.0,1,3,0,47,0.3,115,7,12,3012,15,1,0,0,2,144324,56,383.33333333333337
1590,0,1.5,1,12,1,14,0.5,187,4,15,2836,4,1,0,0,3,1173322,30,374.0
1031,1,2.1,1,2,1,11,0.1,121,2,9,2385,16,1,0,0,2,663404,77,1210.0
909,1,0.5,1,9,0,30,0.4,97,3,10,594,4,1,1,1,0,224170,72,242.5
1880,0,0.5,0,0,1,7,0.6,104,4,1,2968,3,1,1,0,3,906910,54,173.33333333333334
1479,1,1.8,1,0,1,24,0.1,146,6,0,3762,5,1,0,0,3,210915,120,1460.0
1271,0,1.5,1,0,0,2,0.9,161,1,1,892,20,0,1,0,1,2252880,195,178.88888888888889
709,0,1.9,0,11,1,13,0.1,81,8,15,467,5,1,1,1,0,810540,187,810.0
1744,0,2.8,0,0,1,62,0.7,158,1,0,345,14,1,0,0,0,967518,60,225.71428571428572
1314,1,2.2,0,0,1,40,0.8,116,7,1,3033,17,1,1,1,3,609424,72,145.0
1136,0,0.5,0,0,1,9,0.9,150,6,2,2110,16,1,0,1,2,2309469,45,166.66666666666666
1039,1,2.7,0,11,0,56,0.3,125,8,13,3105,5,0,1,1,2,307146,112,416.6666666666667
1300,1,0.5,0,5,0,62,0.1,156,6,7,874,10,1,1,0,0,227103,45,1560.0
732,1,2.3,1,7,1,39,0.6,188,7,11,3681,15,1,1,1,3,1807302,57,313.33333333333337
511,0,0.7,1,1,1,52,0.7,180,2,10,3865,7,1,0,1,2,18216,24,257.14285714285717
1092,1,0.5,1,10,0,11,0.5,167,3,14,737,11,0,1,0,0,267228,56,334.0
921,1,2.2,1,12,1,10,0.1,170,7,18,3153,11,1,1,0,3,1868568,16,1700.0
1030,1,0.5,0,4,1,37,0.7,147,1,8,2800,12,1,0,1,2,277153,48,210.0
1130,0,1.8,1,0,0,27,0.9,101,1,8,315,11,1,1,0,0,2360605,70,112.22222222222221
1299,0,2.8,1,2,0,60,0.8,187,8,6,1412,20,0,1,1,1,2450054,13,233.75
1009,1,2.8,1,7,1,2,0.6,115,7,15,2286,13,1,0,0,2,491547,152,191.66666666666669
1735,0,1.8,1,16,0,34,0.1,140,2,17,2392,19,1,0,1,2,130524,255,1400.0
1129,1,2.8,1,0,0,49,0.5,185,2,2,1857,5,1,1,1,1,1154530,32,370.0
708,0,1.9,0,0,0,26,0.3,116,7,1,1419,16,1,1,1,0,127720,60,386.6666666666667
894,0,0.7,0,2,1,58,0.1,123,2,3,3305,2,1,0,0,2,118026,84,1230.0
530,0,2.4,0,1,0,32,0.3,88,6,20,959,6,0,1,0,0,48576,119,293.33333333333337
1481,1,2.0,1,0,0,35,0.5,105,3,0,2635,4,1,0,1,2,129978,272,210.0
1068,0,2.7,1,0,1,45,0.6,194,5,1,1754,9,1,0,1,1,1401565,119,323.33333333333337
1487,0,0.5,0,6,1,57,0.7,84,3,12,2563,14,1,0,0,2,107520,72,120.00000000000001
1524,0,2.5,1,11,1,41,1.0,96,4,20,1936,9,1,1,1,1,136160,42,96.0
1093,0,1.9,1,2,1,22,0.3,196,8,14,1869,4,1,1,1,1,192066,40,653.3333333333334
1816,1,1.6,1,0,0,50,0.1,186,5,2,3637,16,0,0,1,3,871200,77,1860.0
627,0,1.8,0,2,0,20,0.8,142,3,8,896,14,0,0,0,0,106977,102,177.5
989,1,0.7,0,13,1,51,0.4,132,3,15,2349,20,1,0,1,1,538680,10,330.0
1895,0,0.5,0,2,1,5,0.7,134,1,11,774,6,1,1,0,1,967875,60,191.42857142857144
805,1,1.7,1,0,1,58,0.9,168,3,10,3397,2,1,0,0,2,125064,42,186.66666666666666
713,1,1.6,0,7,1,2,0.4,181,8,9,485,4,1,1,1,0,1668758,60,452.5
864,0,2.5,0,10,1,24,0.7,148,4,15,3964,12,1,1,0,3,1876836,104,211.42857142857144
1177,0,0.9,0,1,0,11,1.0,181,4,7,1887,11,1,1,1,1,1817235,40,181.0
582,0,0.5,0,8,0,32,0.7,107,3,11,2977,20,0,1,1,2,1775186,6,152.85714285714286
1898,0,1.8,1,3,1,56,0.2,185,7,4,2114,19,1,1,1,2,328116,50,925.0
1158,0,0.7,1,1,1,29,0.7,123,2,20,1542,15,1,0,1,1,558556,153,175.71428571428572
1451,1,0.5,0,5,1,57,0.6,181,8,12,3038,18,1,0,1,3,1182272,105,301.6666666666667
1820,1,1.4,0,5,0,51,0.9,163,7,10,2481,11,0,0,0,2,380568,99,181.11111111111111
984,0,0.5,1,3,1,9,0.8,140,3,20,841,16,1,0,0,0,375417,270,175.0
580,1,2.1,1,0,0,24,0.4,135,4,5,3565,8,1,0,1,2,362792,132,337.5
1263,1,2.0,0,0,0,5,0.4,146,6,3,1958,4,1,1,1,2,1534986,54,365.0
1237,0,0.5,0,2,0,27,0.1,87,8,5,2454,8,1,1,1,2,165222,84,870.0
514,1,1.6,0,7,1,37,0.1,172,1,9,3392,5,1,1,1,3,1647188,96,1720.0
1515,0,2.6,0,0,1,56,0.9,184,3,1,262,20,1,1,0,0,2290734,56,204.44444444444443
721,0,0.5,1,6,1,6,0.4,194,4,9,530,8,1,0,1,0,2874648,32,485.0
603,1,2.5,1,3,0,35,0.7,126,3,16,3703,9,0,0,1,3,731444,13,180.0
1426,1,2.5,0,2,1,55,0.4,109,1,7,2562,3,1,0,0,2,801864,5,272.5
1820,1,1.7,1,0,1,64,0.6,161,1,3,574,18,1,1,0,1,2257307,20,268.33333333333337
1215,0,1.0,0,4,0,16,0.1,130,4,8,2632,15,0,0,1,2,668742,7,1300.0
697,0,2.7,1,5,1,20,0.4,173,2,6,259,4,1,1,1,0,706006,72,432.5
717,1,0.5,1,4,0,10,0.6,198,1,5,688,15,0,1,0,0,240002,70,330.0
1348,1,2.0,1,5,0,36,0.3,145,6,6,2554,12,0,1,0,2,346788,19,483.33333333333337
1164,1,2.6,1,0,0,61,0.3,88,1,6,3859,17,0,1,0,3,1833192,110,293.33333333333337
578,1,0.5,0,9,1,62,0.3,170,5,13,2977,5,1,1,1,2,709884,180,566.6666666666667
1971,1,0.5,1,0,0,40,0.3,186,7,19,571,17,1,1,0,0,447170,56,620.0
1794,1,0.5,1,5,1,55,0.5,86,7,7,402,14,1,0,1,0,26961,98,172.0
1558,1,2.5,0,2,1,32,0.1,114,5,3,878,17,1,1,1,0,445970,80,1140.0
1597,1,0.9,0,4,1,4,0.5,85,1,19,2130,15,1,1,0,2,1007600,24,170.0
1240,0,1.6,0,0,0,39,0.1,146,2,9,3260,17,0,0,1,3,2653316,13,1460.0
1994,1,0.8,1,2,1,7,0.6,88,8,4,454,6,1,1,0,0,474237,88,146.66666666666669
1221,0,2.3,0,7,1,35,0.4,152,7,19,2638,14,1,1,1,2,1452735,304,380.0
989,1,1.6,1,11,1,24,0.6,156,8,17,2819,5,1,0,1,2,416906,208,260.0
1180,1,1.2,0,5,1,50,1.0,144,4,20,1464,20,1,1,1,1,1158100,21,144.0
718,0,2.8,0,10,0,59,0.8,113,6,13,1824,3,1,1,0,1,1643595,99,141.25
1670,1,1.6,1,0,0,47,0.8,139,8,15,876,5,1,1,0,1,3217516,96,173.75
534,1,2.5,0,1,1,21,0.3,164,7,9,2706,18,1,1,0,2,512519,35,546.6666666666667
1566,1,0.5,1,0,0,20,0.5,126,2,0,659,13,1,1,1,1,3093790,126,252.0
1935,0,0.5,0,0,1,29,0.6,124,5,9,455,6,1,0,1,0,693160,18,206.66666666666669
504,1,2.8,1,2,0,54,0.4,163,2,10,2378,2,1,0,0,2,1857573,187,407.5
913,0,1.7,1,1,1,41,0.3,103,1,14,2278,18,1,1,0,1,493064,45,343.33333333333337
1317,0,1.8,1,2,0,43,0.5,113,5,3,3436,5,0,1,1,3,109727,208,226.0
917,1,0.5,0,1,1,31,0.5,88,6,2,3424,13,1,1,0,3,384507,38,176.0
712,0,2.5,1,1,0,49,0.6,99,6,3,401,10,1,0,1,0,1971333,30,165.0
1083,0,1.0,0,6,0,52,0.9,126,2,20,681,19,1,1,1,0,1358825,342,140.0
1039,0,0.6,0,5,1,6,0.1,136,6,8,3212,7,1,0,1,2,33728,105,1360.0
1747,0,0.5,0,4,0,13,0.7,185,6,12,3105,10,1,0,0,3,698400,7,264.2857142857143
1449,1,0.5,1,0,0,52,0.6,105,6,0,2036,10,0,1,0,1,199817,5,175.0
1872,1,0.5,1,14,0,49,0.2,139,7,18,3153,5,1,1,0,3,112509,240,695.0
1796,0,1.6,1,5,0,7,0.1,101,4,6,1642,3,0,1,1,1,532266,36,1010.0
1097,0,1.4,0,0,0,60,0.8,181,1,17,509,12,1,0,0,0,210195,180,226.25
1562,0,0.5,1,1,1,20,0.8,172,8,10,3465,6,1,1,0,3,1136328,176,215.0
1433,1,2.3,0,8,1,27,0.9,153,7,12,3900,2,1,0,1,3,2672969,288,170.0
740,0,1.8,0,1,0,12,0.2,123,1,11,1105,19,0,1,1,0,1072445,42,615.0
676,0,2.2,0,1,1,39,0.2,84,1,5,2064,6,1,0,0,1,873504,91,420.0
503,1,1.8,1,1,1,13,0.7,131,1,4,3117,9,1,0,1,3,2523560,114,187.14285714285717
1020,0,1.5,0,13,1,7,0.7,96,3,18,1142,8,1,0,1,1,1403310,117,137.14285714285714
896,0,1.0,1,3,1,4,0.3,111,1,4,1060,4,1,1,1,1,2025751,120,370.0
1824,1,0.8,0,4,1,19,0.9,143,2,5,2381,5,1,0,0,2,1833590,14,158.88888888888889
1512,0,0.6,1,1,1,54,0.4,134,3,2,3366,11,1,0,1,3,404360,21,335.0
1053,0,2.9,0,7,0,42,0.9,126,6,17,1339,14,0,0,1,0,528359,102,140.0
1944,1,1.8,1,0,1,31,0.8,87,4,10,2560,8,1,0,0,3,1513182,21,108.75
1174,0,0.7,1,1,1,25,0.8,91,2,8,285,3,1,0,1,0,1602717,133,113.75
627,1,1.6,1,3,1,12,0.2,131,7,17,2476,10,1,0,0,1,366093,17,655.0
1602,0,2.7,0,4,1,46,0.6,118,1,5,1862,2,1,0,1,1,289926,144,196.66666666666669
1733,1,1.5,1,4,1,6,0.9,170,1,15,3488,10,1,1,1,3,588230,24,188.88888888888889
586,0,1.4,1,10,1,8,0.5,142,8,14,3178,10,1,0,1,2,69368,63,284.0
1528,0,2.4,0,2,0,37,0.2,156,8,3,733,14,1,1,0,0,172584,90,780.0
875,0,0.7,0,2,0,23,0.1,110,7,7,756,6,0,0,0,0,394800,70,1100.0
1602,0,0.6,0,12,0,58,0.4,170,1,13,3622,17,0,1,1,3,2198214,34,425.0
1426,0,1.6,0,4,1,12,0.7,174,5,16,1277,5,1,0,0,1,2664662,126,248.57142857142858
1370,0,1.4,0,5,1,6,0.2,158,6,8,3703,11,1,1,0,3,2481936,130,790.0
609,1,0.5,0,4,1,10,0.1,81,6,6,1905,18,1,1,1,1,172212,48,810.0
840,0,1.2,1,5,1,15,0.3,178,6,8,2636,6,1,1,0,2,908928,24,593.3333333333334
991,0,2.0,0,2,1,12,0.3,158,5,6,2014,10,1,0,0,2,2028702,99,526.6666666666667
1724,1,1.8,0,0,1,9,0.8,100,2,1,3056,6,1,0,0,3,542340,288,125.0
584,1,1.8,0,0,1,19,0.3,168,3,0,465,4,1,1,0,0,1821506,96,560.0
860,1,1.3,1,1,1,49,0.7,141,6,13,3869,20,1,1,1,3,677468,224,201.42857142857144
1541,1,2.8,1,10,1,28,0.2,165,5,15,1108,7,1,0,1,1,837392,12,825.0
615,1,0.5,1,7,0,58,0.5,130,5,8,1906,5,1,0,0,1,1999118,70,260.0
912,1,2.8,1,6,1,46,0.4,84,4,11,851,4,1,1,1,0,1303450,32,210.0
1278,1,1.2,0,10,1,60,0.6,172,7,14,3142,19,1,0,1,3,1870976,44,286.6666666666667
1365,0,0.6,0,0,1,31,0.3,125,4,0,1300,13,1,0,1,0,284210,98,416.6666666666667
1702,0,1.0,0,7,0,36,0.1,177,5,9,1430,10,0,0,0,2,2394440,48,1770.0
589,1,0.5,0,1,1,59,0.7,146,8,4,362,6,1,1,1,0,1410222,160,208.57142857142858
1347,0,1.5,1,10,0,56,0.3,95,1,19,2456,13,1,1,1,2,608144,78,316.6666666666667
1644,0,2.8,0,0,1,44,1.0,137,8,0,2360,19,1,0,0,2,283178,28,137.0
956,0,1.9,1,1,0,42,0.1,133,7,11,3700,7,1,1,0,3,650442,60,1330.0
1089,0,1.4,1,10,0,2,0.1,153,7,20,2620,13,1,0,0,2,297299,35,1530.0
871,0,0.6,0,2,0,52,0.1,178,3,3,437,17,1,0,0,0,278778,98,1780.0
664,0,1.5,0,5,1,6,0.9,164,2,19,3774,18,1,0,0,3,1583872,55,182.22222222222223
1874,1,0.6,0,1,0,19,0.8,192,2,9,1218,17,0,1,0,1,1755484,150,240.0
1928,0,2.6,0,5,0,5,0.8,162,5,16,696,15,1,1,1,0,229916,168,202.5
888,0,2.6,1,2,1,33,0.4,198,2,17,3407,20,1,0,0,3,550341,12,495.0
1077,1,1.7,1,1,0,58,0.8,86,7,13,3902,3,1,0,0,3,255420,27,107.5
1023,1,2.3,1,5,1,30,0.2,80,8,7,2086,19,1,1,1,1,8720,60,400.0
1426,1,0.8,0,2,1,42,0.6,84,3,10,1356,16,1,0,1,1,831545,135,140.0
831,0,1.7,1,7,1,26,0.7,177,5,11,1704,20,1,1,1,0,317331,30,252.85714285714286
1496,1,1.3,1,0,1,6,0.5,85,3,9,3571,11,1,1,1,3,759267,16,170.0
1433,1,2.3,0,2,1,5,0.1,129,5,11,2132,19,1,0,1,1,329280,270,1290.0
1095,1,2.6,1,0,1,44,0.7,103,4,5,3209,8,1,1,1,3,893308,143,147.14285714285714
643,1,0.7,1,3,1,23,0.8,156,1,9,2096,2,1,0,0,1,439600,78,195.0
1142,1,1.1,0,0,1,6,0.5,198,4,0,1273,6,1,0,0,1,1305074,114,396.0
730,1,0.5,1,3,1,27,0.1,112,5,10,3623,15,1,1,0,2,52452,36,1120.0
1901,1,0.5,0,5,1,41,0.6,131,2,17,368,12,1,0,0,0,4986,5,218.33333333333334
1510,0,0.6,1,1,0,32,0.7,135,3,8,854,10,1,0,1,1,1463760,16,192.85714285714286
1924,0,2.6,0,0,1,59,0.9,136,6,0,3646,16,1,0,1,3,2765274,90,151.11111111111111
1825,0,1.1,1,13,1,17,0.1,157,4,18,3130,2,1,0,1,3,2874033,48,1570.0
1275,1,0.5,1,3,1,5,0.2,152,1,9,3784,4,1,1,0,3,9519,52,760.0
987,1,2.3,0,9,0,17,0.8,124,7,17,3885,14,1,1,0,3,1130038,66,155.0
1538,1,2.3,0,6,1,13,0.2,121,7,7,1494,12,1,1,1,1,559062,180,605.0
1965,1,0.5,0,4,1,29,0.5,149,5,13,2973,20,1,1,1,3,394784,11,298.0
808,0,1.9,0,7,0,20,0.8,185,6,14,1471,11,0,1,0,0,483104,52,231.25
712,0,0.5,0,6,0,27,0.5,86,2,11,2001,12,1,1,1,1,1629705,110,172.0
1507,1,0.9,1,0,1,42,0.4,123,5,0,1486,19,1,0,0,1,605616,45,307.5
912,0,0.7,0,3,0,47,0.9,182,3,6,1321,6,0,1,1,0,574856,14,202.22222222222223
769,1,1.2,0,2,0,17,0.1,95,8,4,1877,11,0,0,1,1,2012336,36,950.0
948,0,2.3,0,14,0,22,0.1,173,5,20,3499,19,1,1,1,3,425078,77,1730.0
507,1,1.9,1,0,1,39,0.7,142,1,0,2124,12,1,1,0,1,18428,36,202.85714285714286
1384,1,2.8,1,15,0,60,0.1,82,3,18,1221,15,1,0,1,1,1189430,216,820.0
1766,1,1.3,0,1,0,29,0.5,194,8,20,2316,6,0,0,1,2,573334,38,388.0
1407,0,1.8,1,5,1,16,0.2,170,4,6,1068,8,1,1,0,1,1115550,36,850.0
614,0,2.9,1,3,1,24,0.2,94,4,7,1930,4,1,0,1,1,246627,156,470.0
1972,0,2.9,0,9,0,14,0.4,196,7,18,1316,8,1,1,0,1,278936,8,490.0
1039,0,0.5,1,8,0,47,0.2,130,8,9,1742,15,1,0,0,1,721152,216,650.0
511,1,3.0,1,5,1,34,0.9,125,8,13,3265,14,1,0,0,2,191465,98,138.88888888888889
1811,1,2.5,0,4,1,5,0.6,98,4,16,2700,8,1,1,1,2,253896,91,163.33333333333334
1159,0,1.5,0,3,0,36,0.4,104,4,8,2115,18,0,0,0,2,864702,56,260.0
1848,0,1.3,1,7,0,12,0.1,178,2,19,3915,8,0,0,1,3,103935,63,1780.0
1988,1,0.5,0,0,1,16,0.1,94,8,1,3144,14,1,0,0,3,106488,32,940.0
1469,0,0.5,0,3,1,58,0.5,150,7,8,1571,2,1,0,0,2,3143150,272,300.0
1423,0,0.6,0,12,0,44,0.8,131,5,13,2253,9,0,0,0,1,320640,80,163.75
1974,0,0.5,1,9,0,10,0.8,145,6,12,1433,17,0,0,0,1,792880,6,181.25
835,0,0.8,1,2,1,42,0.8,128,5,18,2583,13,1,1,1,2,545688,30,160.0
1429,0,0.6,0,8,0,42,0.9,151,5,9,1817,16,1,0,0,1,1039840,6,167.77777777777777
947,1,0.5,0,1,1,51,0.1,144,2,15,2915,6,1,1,1,2,171191,17,1440.0
1446,1,2.8,1,0,1,18,0.3,178,8,1,3340,16,1,1,1,3,620919,48,593.3333333333334
1332,0,1.3,1,5,1,7,0.8,168,7,19,2790,10,1,1,0,2,723330,209,210.0
1498,1,1.2,1,0,1,14,0.1,191,4,1,577,12,1,1,0,0,129537,168,1910.0
1576,1,0.9,1,0,1,14,0.4,173,2,4,3220,6,1,1,0,3,1681218,34,432.5
1398,0,1.6,1,8,1,26,0.8,150,1,12,3488,11,1,1,0,3,969420,42,187.5
1885,0,2.4,1,12,1,14,0.6,92,4,15,1277,16,1,0,1,1,2132902,54,153.33333333333334
798,1,0.5,1,7,0,2,0.8,148,2,15,3593,3,0,1,0,2,311619,126,185.0
1436,0,2.5,1,0,1,42,0.9,124,8,1,2736,19,1,1,0,3,3352536,60,137.77777777777777
1998,1,1.2,0,8,0,31,0.6,196,8,19,2311,18,1,1,0,2,67800,153,326.6666666666667
1321,1,1.3,0,0,1,63,0.4,109,8,9,1464,16,1,1,1,1,768797,42,272.5
1021,0,1.3,0,7,0,9,0.7,192,2,12,1355,14,1,1,0,1,1615493,6,274.2857142857143
1339,1,2.3,1,0,0,40,0.1,123,2,1,2382,7,1,0,1,2,269028,24,1230.0
1210,1,1.6,1,9,0,57,0.5,111,4,20,1886,17,1,0,1,1,341831,96,222.0
1949,1,0.5,1,2,1,31,0.1,145,5,9,832,19,1,0,0,1,989334,21,1450.0
882,0,0.7,1,9,1,28,0.2,151,6,16,751,8,1,0,1,0,219232,209,755.0
1549,1,1.5,1,0,1,27,0.4,113,5,7,436,11,1,0,0,0,734384,80,282.5
1991,0,2.2,1,1,1,42,0.7,82,1,13,722,10,1,1,0,0,224358,30,117.14285714285715
796,0,0.5,0,2,0,12,0.5,114,1,8,1075,2,0,1,0,0,90132,21,228.0
1012,0,0.5,1,4,0,39,0.1,161,4,6,2802,10,1,1,0,2,1053990,48,1610.0
1318,0,1.9,1,0,1,11,0.8,188,2,15,1780,2,1,0,0,1,1094608,120,235.0
1708,0,0.8,0,8,1,14,0.9,197,4,16,1247,16,1,0,0,1,353735,304,218.88888888888889
598,1,0.8,1,8,1,62,0.1,117,8,9,3066,19,1,1,0,2,90152,22,1170.0
541,1,2.3,0,4,0,51,0.4,200,8,17,403,12,0,0,0,0,1240712,22,500.0
818,0,0.5,1,2,1,23,0.2,192,5,17,2518,3,1,1,0,2,909472,228,960.0
1414,0,0.5,0,0,1,15,0.8,168,2,0,1069,14,1,0,0,0,362502,108,210.0
601,1,1.7,1,3,1,6,0.8,169,4,11,2651,9,1,0,1,2,1494486,112,211.25
561,1,2.8,1,2,1,40,0.1,99,7,6,2974,19,1,0,1,2,368490,180,990.0
1616,1,2.3,1,3,0,52,0.1,100,5,8,657,2,1,1,0,0,171083,21,1000.0
1263,1,1.4,1,1,1,32,0.4,103,2,2,3372,10,1,1,0,3,263396,234,257.5
1604,1,1.9,1,0,1,63,0.6,93,5,2,1464,20,1,1,0,1,740996,135,155.0
539,0,2.0,1,1,0,24,0.5,86,4,2,1326,3,1,1,0,0,926386,28,172.0
1071,0,2.6,0,0,0,49,0.3,199,4,5,3393,7,1,0,0,3,2616160,30,663.3333333333334
826,0,0.5,1,0,1,57,0.5,135,2,0,323,7,1,0,1,0,187620,51,270.0
771,0,2.9,0,2,0,62,0.7,106,1,8,1628,6,0,1,0,1,3043729,27,151.42857142857144
1811,0,2.9,0,0,0,33,0.2,132,8,2,2610,13,1,1,0,3,1706747,24,660.0
1842,1,2.2,1,7,0,56,0.4,179,4,10,3721,4,0,1,1,3,960741,176,447.5
